a	ae	e
o	oe	e
f	f_i	i
f	f_j	j
f	f_l	l
f	f_b	b
f	f_h	h
f	f_k	k
f	f_t	t
t	t_t	t
t	t_f	f
f	f_f_i	i
f	f_f_j	j
f	f_f_l	l
f	f_f_b	b
f	f_f_h	h
f	f_f_k	k
f	f_f_t	t
